anchor,positive,negative
03356,00930,01176
04357,00499,02330
01393,01962,03432
02672,04362,03493
01408,02995,01321
03498,04924,02427
02870,01603,04871
03335,02734,03842
04526,02842,04738
02859,02195,02294
00406,03346,03273
02775,02216,04725
02485,00227,02720
03498,04044,00438
03608,00716,02415
03169,03172,04861
00524,02383,04960
01326,04834,04671
04525,04839,04468
03226,02720,01412
03670,03152,04091
04270,04542,01560
01538,02977,04520
00812,04052,02383
01508,01405,00292
04254,03440,03120
03952,04077,01229
01624,02154,03564
04349,03310,02947
04327,01775,02143
01817,01789,01439
04153,04747,03608
03061,00625,01673
01349,01070,02520
02529,03949,02162
01231,01906,02766
03857,04114,03543
01740,04666,00600
01420,04485,01585
04654,02353,02458
01327,02090,02183
02770,01685,02602
02663,03080,01287
02526,01796,01630
04564,03979,00609
03143,04133,03799
03979,02124,01426
01242,03759,02444
01120,00630,00591
01342,04441,03584
01946,02524,02248
03180,01972,04699
00305,04307,04446
04112,03863,01095
03548,04845,00720
00174,03564,03560
04383,02717,02162
03524,03808,03206
04026,00860,02695
04083,03671,04336
02068,00049,03948
01096,01700,00005
01033,04868,04044
00814,00987,00580
03493,04275,02850
01616,00627,03646
01391,00874,00431
04780,04308,02965
01573,04750,03293
00769,01781,02567
04911,02160,03249
03092,04501,00482
03617,01383,00486
03353,00615,02332
03588,01080,04332
04736,02934,04570
00778,01811,02539
01817,01528,01454
01167,00523,04417
01091,02585,03630
02473,03322,02458
00275,04713,00270
04438,04264,02855
01773,01866,00919
03391,04631,03599
01706,03028,00633
03651,02575,02546
04337,03986,04895
04313,01675,02528
00056,04090,00457
00590,02552,04032
04098,03226,01805
02879,04581,00278
00504,04306,00271
00901,04825,02810
04170,04216,00753
03956,02793,02535
04522,02758,00549
04349,02070,04595
01500,01472,03072
02182,02829,00338
03867,04200,00709
01130,03120,01427
04509,00243,02376
04179,02732,01146
03009,01498,02229
04105,01343,01371
01852,04611,03497
00593,00308,01141
03142,00553,03563
00094,04306,02862
02976,02672,03463
04831,01179,02498
02112,04728,04398
04757,01730,03513
04362,00713,01976
00228,04356,00694
03827,02758,02687
04931,01349,01495
04516,00941,04990
03733,03329,04539
02829,02789,04730
02267,03455,02910
02295,00145,04500
03818,03851,01200
04248,04919,04210
04263,00005,00486
04642,00551,00340
03339,00832,04692
04139,03101,03670
03325,02571,01045
02803,01063,01603
03857,04114,01854
03942,04189,02825
02381,04227,01202
02664,01182,04641
01716,03441,01653
02304,02003,00914
04331,03751,03021
03074,00153,03938
04631,01022,00580
00027,02834,01301
01614,00818,01399
04987,03482,02553
01984,02957,00061
00010,00319,00625
02776,04799,04354
03330,01110,04986
03467,03303,03466
01303,01520,02086
00486,04517,02212
03911,02474,04243
02591,02834,01252
03404,03708,01826
04947,01929,00235
02951,00013,04591
02656,01876,02668
02169,03543,00654
03647,04845,02596
00466,03122,00079
01114,02417,00794
03756,01604,01533
00466,01866,04956
04371,01619,01895
04106,00872,04549
04977,02352,03342
00849,03057,04188
02806,02526,01509
02709,00756,03820
04207,04201,03125
04358,04627,04344
01444,04314,01461
04438,04264,02194
03493,01331,00585
02895,04105,03926
03584,01551,01800
03663,04045,02984
02112,04522,01648
01138,02472,00782
03827,04538,02687
03883,04966,04435
00236,01229,00982
03100,01412,03818
01039,01327,03737
00126,00864,00544
02855,02751,03194
04174,04471,01483
03608,00716,02822
00101,02548,00728
01839,01632,04840
02695,04845,00848
01634,03015,04497
01007,02426,04977
04855,00949,03813
04031,01420,03099
04008,00366,04205
00010,00319,04870
02968,01621,02147
04450,03417,00954
04550,01216,01784
01147,02054,01233
00788,00933,04055
03239,00915,03477
00308,01866,03286
00144,04693,01207
02177,01837,03544
01656,00358,00293
00362,00770,00776
04520,04501,02229
03195,01210,00188
00298,04847,00434
04759,01897,03978
00084,02151,04390
00128,02854,00193
03682,00504,01507
00350,00374,01673
00350,00374,04109
02383,00622,02771
00952,04995,03537
01325,03497,03249
00638,02224,03981
01208,03014,02617
00020,00159,00131
00337,03203,01380
02233,02244,04243
00393,01619,04882
01838,00804,03080
00840,00549,04026
04336,01943,02976
02631,00486,04723
04032,00982,03083
03819,02438,04721
04134,04311,04280
03040,04489,03633
02659,00745,02017
02471,01422,00191
01292,03647,04750
01443,04620,03040
04485,04516,03464
02452,03033,03629
04406,03136,03264
00493,04990,03165
04085,00550,04133
04433,04125,03157
03706,00353,01926
04759,01203,03978
02143,02940,03798
03763,01105,02233
01912,01544,04405
04109,04668,04522
02967,00797,02880
02370,04757,03259
04296,01159,04344
00679,00055,01464
02383,01809,00473
01999,02112,00525
01213,00267,03740
04564,00952,01639
03121,04312,03997
02154,01216,00864
00132,03031,03558
00575,01531,00303
02528,04121,03687
04525,02359,02421
03407,03158,00438
04202,02850,00773
04500,02548,02957
03826,01225,00102
00110,00620,03510
02847,01771,04436
04758,03513,01319
00303,02772,02543
00862,03056,03122
00016,03558,02541
03016,01058,03963
03630,00169,00311
03462,04431,02453
04046,01333,04294
03947,00933,01063
00534,04320,00164
01781,03268,00179
02870,01942,03548
03938,02468,04219
04085,03197,02838
00926,03698,04900
00451,03734,03818
02358,04841,02136
01321,03881,02199
03905,03189,01004
01927,01740,00545
00912,02197,00129
01233,01864,03204
04050,01973,02016
03713,04735,01636
02249,03059,02692
01546,03108,00623
04842,01703,04983
00637,00644,04311
02773,00840,02299
04275,01716,00732
00188,00880,04982
03421,04658,02338
01472,00717,04372
01352,02901,00963
00540,04375,01673
04665,03058,04212
01516,00743,00539
04019,02071,02734
04489,02837,02072
04680,00628,01584
04008,00366,01010
01725,01013,02537
01739,04424,02997
00366,03043,04247
01791,02131,00057
04817,02265,04005
00406,03963,01855
03407,04319,04245
04931,00828,03023
02182,02829,01430
00337,01557,04927
00677,02927,02949
04306,00116,03283
00360,04553,01253
04933,03899,04987
03180,01139,02555
04879,01559,02624
01099,04780,04521
02646,02499,03455
03954,00379,03291
00717,00752,00310
03143,01193,04439
04000,02223,04179
00468,02316,04073
03860,04964,00347
03842,04356,04303
02817,01559,01808
01714,03859,01202
04792,04015,00312
00202,01762,04619
00882,02529,00321
00553,03141,03625
03970,01026,04745
00372,03143,03192
00571,01290,04718
00110,02867,04648
04868,03582,01744
03699,02916,03792
03909,02059,00470
02122,02934,03951
01135,00915,03646
00340,01208,01566
00218,01680,03938
02052,02059,01560
01962,02523,00459
00025,02503,04747
01480,00589,03457
00989,02644,03244
04641,04285,04787
01410,03744,01009
01912,01544,01099
00283,04303,01344
01010,04138,01481
03833,03255,03385
04806,02254,01706
02777,04046,02242
00910,00781,02188
03902,01239,03407
01207,04603,03253
00372,02332,03303
04412,04718,01258
03585,03906,02958
00627,04757,03230
03857,04114,04446
04905,03561,03860
02952,03195,03206
02817,03111,04313
04069,00248,03629
00830,03183,04595
04983,01516,01247
04691,01123,01113
04483,00005,04594
03353,02479,02529
04809,02459,00517
04096,03950,01124
02127,04833,00816
01325,02209,04601
03158,01289,04317
03039,04052,01945
03004,03076,04171
04391,00375,03986
04546,04513,04825
02869,00516,01708
01381,03753,04793
03645,00331,01919
00973,02052,03982
01404,04286,00226
04988,01867,04893
02334,00056,00237
04750,02605,00571
00983,00331,04744
01096,01215,01105
00101,02870,00846
01883,00246,00233
01214,03897,04446
00804,03278,03321
02161,01651,01495
02738,00230,03748
00564,04183,04369
00559,03100,02471
04931,00055,02783
02672,00947,03507
03033,03591,00336
04355,03076,03631
01952,03717,01794
02547,00678,02193
00657,00895,04475
04306,03876,04842
04966,04072,03179
02253,02403,03321
03375,00625,00361
00010,00848,00144
02773,00840,01791
04422,02385,01406
03342,01886,03040
02131,02992,00362
04296,01159,00796
01793,00509,04793
01452,00617,01908
00260,00802,02179
03399,03485,04056
01513,04794,01582
02574,02961,00373
00659,02151,02452
00088,02899,00461
01198,03979,02202
01828,04851,01815
04391,01485,01332
02957,01275,02872
01188,02131,04902
00409,01135,00170
01720,01193,04217
02066,00336,04337
04336,01041,01799
01654,00556,02415
03375,01705,01745
02059,01612,02661
00973,02871,03595
00616,02916,00539
02646,03580,02534
04751,03093,03331
00809,01954,02967
02580,02978,02454
00830,01143,03172
03077,03861,02855
01748,00577,00122
04581,01250,04612
03893,04743,03522
02024,01829,03383
02332,01692,00978
00830,00620,04774
03537,04558,03109
01627,00456,03652
00921,03321,02845
00262,00782,03219
04915,02646,03480
00444,03976,03036
03490,04623,04323
02366,03982,04589
04069,04070,02176
02779,02381,04947
04730,01816,02261
04107,02515,00026
02574,03245,02923
02109,01093,04623
01452,00617,01700
04789,00152,01193
04550,01449,01784
04117,00657,03344
01230,03179,01080
02526,01796,02889
01841,01968,04940
02871,01931,02235
02715,02080,02777
01882,00293,00405
03809,01600,04590
04026,03219,01067
04632,04611,01307
01189,01937,00796
04734,00745,00778
04449,03286,00105
00635,01982,04897
03645,00248,04923
02549,00975,01620
01616,00627,02398
03239,03765,03049
03973,04311,04217
01975,01596,04793
04938,04098,00132
01600,01908,04045
04951,01706,03164
00147,04143,03008
00126,03331,04923
03661,04837,00140
00133,04117,00598
00233,02821,02517
02428,01173,02698
04935,03929,03680
04855,03826,02384
03223,03466,03257
04725,03569,04999
02614,01039,03717
00021,02528,03378
01242,02772,00067
00257,00539,01558
04119,01026,01012
04124,02104,04801
01600,01103,04045
04073,01915,00136
04558,01169,03502
03430,02362,00149
01255,00978,04418
04422,02385,04093
00740,03064,02692
01382,01152,03240
00740,03064,01294
02732,00473,03248
00061,00858,04879
00150,03981,01680
03850,04582,02328
01339,02819,04075
02775,00096,04807
02548,04094,00020
03713,03421,01636
02594,02428,04580
03020,02009,04641
04919,01958,04588
02646,02902,01969
02762,01871,02286
02408,04455,03709
00910,03171,02139
03058,00288,00068
04801,03630,02877
04069,01314,01354
01740,01338,01778
04155,00185,04216
03498,02429,03546
04945,03321,00343
01022,03865,01194
04050,02161,00837
00303,02910,02543
03220,04422,00609
02057,00391,03025
00022,00007,04743
00587,04511,02072
00277,04022,02201
04668,01781,00953
03571,04275,03059
04349,03790,02900
01817,03004,02525
03116,04247,04723
01193,00709,04606
00862,01841,01945
01269,01397,02673
04758,01249,02830
01208,03014,04354
02295,01843,04500
03956,02793,02046
01255,01482,04557
02328,03905,00151
01147,01977,01853
03134,04110,01333
02497,04702,03520
04233,01306,04163
01371,04654,02668
02705,04783,02143
03356,00076,00947
02594,04399,04412
01513,00405,01889
04882,00308,04973
04263,04072,00486
00024,00737,02399
01433,00580,00893
04250,01926,04427
04576,03693,01454
04611,04424,00026
02856,03777,00685
02785,00302,01354
02528,01945,04909
04581,00938,03274
04157,01880,00863
04441,02911,00089
00414,02046,02476
01721,04700,02177
03061,00625,03472
00470,01646,03339
01255,01482,03809
00409,01739,03332
01530,00810,01870
04809,03669,02867
01402,00062,03609
02292,02161,02478
02690,01539,01380
01025,02779,00620
01483,02836,00310
03941,01449,02762
00148,03171,02974
02956,00843,01361
01942,04085,03559
02572,03157,04432
01405,04522,00546
02990,04792,04637
01851,04317,00290
02705,03814,00433
01264,04766,02668
02256,01538,04534
02726,01721,00398
04443,02683,00976
03124,03594,03772
04827,02911,04966
00598,04043,02178
00930,03655,00881
04522,04355,02690
00296,04031,02430
01426,00808,02335
03439,04186,04086
04336,03817,02632
03566,04765,00791
00192,00839,02477
04731,04361,02787
02068,01242,00451
01345,00082,00742
02686,02060,01687
03065,02002,02513
04406,03136,03937
02376,02116,00963
02996,02849,03739
02369,04780,01907
00540,02580,03868
03651,02147,04876
00736,03560,02768
03354,00928,02925
03498,02429,04767
01393,04028,03432
03124,01736,02255
02881,03234,01993
03527,04755,02179
00568,01290,04793
00026,01454,01358
02539,04178,04588
03503,01854,02893
00707,01755,00289
03973,03876,00221
03303,00434,03028
04099,03082,04226
03832,02311,00933
00385,00851,00133
00126,02830,01203
04897,02119,03132
00757,01650,03379
02661,03264,04332
01292,01908,03503
01220,02456,04741
04497,02483,03209
04776,02547,01596
01413,04366,04986
04261,04447,01950
04773,01995,01182
04610,02374,00334
01817,04442,01924
01869,03587,02997
01946,00289,00377
01591,01612,00637
04866,02130,04903
01683,02870,02876
02856,02934,00685
01146,01383,03566
03338,03321,00230
04165,01699,03425
01478,01333,02977
04362,00231,04249
04667,03698,04646
02881,01270,01724
00981,00248,03515
00740,03064,03520
01274,02352,03112
02890,03458,04526
00695,03353,00336
01998,02710,03652
03739,01229,02280
02762,03154,01391
03673,04099,00915
03488,00088,01989
01920,01443,01694
04438,04323,01064
01291,03839,01503
04330,01708,04687
01276,04473,00392
01325,03497,00813
02902,00681,04511
00709,01627,01888
01723,00135,03551
03861,00384,01206
02776,00281,01954
00587,00438,04300
04369,02566,04085
04550,01219,01824
04520,00678,02229
01339,02028,04075
01327,04869,00678
02847,04908,02743
04248,01376,00929
03745,04908,02937
03608,01142,04441
03072,03734,04661
01015,00494,02574
01057,01649,00653
01725,03694,01865
04571,02539,04699
03108,00450,04160
01863,04052,01421
00024,04527,02359
03751,00147,03920
00292,00250,01278
01146,01383,04450
03045,04455,00048
04501,00581,00331
00539,03112,04337
03591,01511,03659
02189,02526,02373
03663,04925,04966
00897,02658,02955
04791,02440,04841
03718,02654,00177
04343,04820,02556
00546,01714,04277
00909,04412,02075
04070,04767,02716
00713,00721,04442
02659,01474,00805
03257,00996,01655
00353,04455,03249
01404,04995,01728
01866,00210,02212
00211,03601,04158
03775,04844,02489
02200,04804,04543
03447,04765,03381
00171,02951,03621
02897,03181,04601
04485,04516,01496
00809,00670,03352
02246,03824,03624
03566,04723,04761
00938,01397,03944
04237,03177,02401
01706,00476,02410
04454,03330,04612
04721,03029,02843
04465,01548,01426
01457,01484,04738
00409,03426,04899
04008,02982,03452
03117,00209,01642
02303,01039,03230
03757,00045,01306
04939,00137,02601
02328,01108,00151
02461,03083,03899
02469,04998,01968
00606,04490,00427
00833,04534,03241
01752,02415,00103
02601,02377,02135
01229,04757,02957
02032,03718,00897
04349,04583,02356
00138,04929,02937
01960,02936,02427
01678,00274,00337
00393,01619,02069
01486,01841,04727
00079,04297,03153
00499,00508,03143
00475,01466,04730
01255,02689,04418
03749,04100,02890
02024,01829,02870
02599,03441,02308
00211,02879,04158
01198,02318,02422
00084,02290,02439
02018,03345,00614
00909,01649,02075
00657,01208,01828
04051,03938,00393
00757,04820,04205
04661,01912,01660
03311,02520,04919
03713,01685,02917
04129,00209,01272
04155,00185,01628
04438,01615,00595
03513,01663,04700
01225,01157,04894
02867,04278,03291
03772,04423,04309
02972,01092,01827
03012,01838,01421
02335,00821,03183
00881,02340,04849
01782,04819,02623
00827,04402,02094
02050,04891,02351
01406,01429,04819
00981,01267,03527
04590,04895,02307
00409,04791,00170
01738,02117,03622
01117,01189,00157
04323,00839,04980
03607,00435,04217
00333,03196,01546
02870,02937,03548
04950,02984,04949
01031,04307,01427
03543,00133,04030
03808,01608,04569
01326,02352,04776
03850,02292,00045
04951,01706,04898
03850,00904,01456
00632,00525,03337
04498,04107,01494
02558,02781,02134
04150,02884,02408
04551,04113,00600
04643,04811,04944
02191,02775,02408
00133,01239,04403
01401,01736,03904
00283,04303,04073
04955,00776,02476
00499,00014,04803
02601,04052,02636
04243,00171,01180
00545,00056,02045
00476,01474,00517
01908,02656,03533
04902,04803,04537
00581,04723,01440
01454,04590,03670
02893,04824,02800
04299,01861,00844
02732,02796,03117
01706,01184,04396
02654,03913,04082
04722,02886,04075
00975,00300,01927
02335,02485,02821
00091,01349,04305
04069,02697,01988
01352,04117,00084
02200,02625,02714
04766,04908,03756
04933,04723,04139
04179,01303,01024
02408,04076,02244
01728,03750,00228
00627,04022,01971
03176,02663,03383
01331,04043,03621
02546,02371,03439
00362,01078,02465
00472,03970,03462
00904,00063,03743
03565,01485,04940
00551,01614,02338
02734,04455,04908
02440,04763,04105
03911,00221,04243
00469,00382,03130
01904,03337,02628
03330,01110,02624
02845,00575,01536
03314,03726,01146
01688,02954,04951
01147,02054,00518
02659,00780,00626
03109,04190,04172
03065,02967,00304
00862,04931,02614
04099,03743,00752
03634,04973,01828
01531,04927,03117
04362,00231,03818
04219,04517,02502
02029,04696,00810
01158,00314,02771
02962,03927,00214
04033,02278,03985
01176,02870,00411
04199,03589,02760
01505,01382,00504
00819,01257,00832
03291,01180,03231
04157,03846,02221
02013,02112,01678
02221,00928,00733
00473,01942,00024
03634,02249,01828
04083,02695,03274
03498,04044,00438
01165,02585,03929
03902,01239,04458
02847,01827,01648
00742,03526,03283
04296,02979,04929
00308,02638,01872
01233,02195,03700
00372,01276,02918
03883,00372,03350
04921,02659,04596
00308,02638,03286
01209,02233,01905
04886,04597,02218
04207,01912,03125
04445,03958,03861
01020,03241,00589
02911,04072,01941
02773,00840,02143
01853,03515,04243
01434,01006,04427
01425,04806,03653
02341,03050,03476
00483,02716,02646
02954,04307,00584
01031,02985,03027
04603,03334,02721
01097,04415,00012
02439,02370,03223
02003,00705,04305
02272,00004,02254
02726,02636,01616
04576,03693,03576
02417,02611,01417
03265,03740,00607
02658,02524,03026
00864,01609,00970
04944,03199,01805
01042,02213,00331
01804,03952,04170
01061,00147,01606
02568,04363,02982
04160,04409,04369
00354,02596,03226
04794,00292,01158
00458,04172,03570
02404,02308,04038
01522,00116,03746
02175,00809,03092
04783,02273,04471
02369,04735,01640
02294,03713,03075
02338,00959,02370
02376,01791,04798
02244,02741,01495
01221,02077,04275
04867,01259,02400
03288,00385,04612
00912,02040,02335
04086,00127,01267
00736,03560,00983
01221,04491,04745
00683,02268,04521
01034,02642,01539
00524,03617,04952
04775,04595,00296
02899,04263,00260
00409,03699,00322
01853,01771,04243
02131,01536,04154
03004,01149,01164
03655,01868,02495
00917,03503,01284
00504,04306,02241
02788,02986,03078
00636,02119,03262
02732,04404,01628
04952,00637,02147
04333,03770,00375
01045,02477,04565
00616,03006,02965
00683,02819,00913
02099,04570,01777
01410,00250,01009
02335,02485,00493
04439,03189,02299
01695,00868,00614
03617,01590,04300
01871,02575,00973
00523,04535,02234
01383,00149,03592
02272,00004,04791
04189,04542,03146
03694,03973,00694
00701,01345,01678
03488,01071,00981
03718,02654,04642
04570,04316,03938
03201,04721,02055
01706,04047,04794
00598,00645,04842
02517,04847,01376
03106,04943,02743
03464,04032,03723
04454,03330,04987
03897,00954,02051
04471,02459,02726
02913,04538,00728
02958,04952,03978
04743,03893,04244
02881,03234,01866
02380,03224,01714
00492,00462,02810
02726,04085,00209
01771,02212,04908
02221,02790,02336
01654,02283,01433
04051,02899,01130
01855,04011,02661
02646,02499,04642
00139,02437,03595
03407,04319,00438
02783,00116,02161
03976,01032,00695
02997,00812,03692
01417,04728,03653
03980,00293,02900
03493,02176,00912
04668,03474,01971
00248,00523,02998
00580,04681,03920
02334,00056,01565
02099,04570,04694
04643,04811,04438
03352,04824,04798
01815,00078,01136
04224,03863,00781
00235,03707,00804
03452,02085,02822
03655,01888,02134
03387,00509,03702
03601,01608,02055
02937,00735,00593
00776,02090,00645
02704,02741,00310
04742,00025,00972
00523,00372,04873
00633,04094,02738
00027,00716,00042
01774,00062,03732
04375,01003,02908
04584,03458,00732
04465,04661,00200
04746,01411,03643
02191,04908,03794
02704,03863,03305
03111,01748,01200
02381,02197,04123
03688,02368,03430
02252,01072,01549
02471,02343,02135
00288,04899,01557
00782,04943,04046
02529,04399,04612
02481,01761,00938
01821,03275,04123
02890,03458,01757
00746,02456,03240
01720,03648,02021
03808,00088,03406
03715,04431,04534
00493,00041,04755
01882,00570,00434
01826,03597,04149
03647,03110,02677
04358,03630,02447
04966,02052,00649
01998,02589,02489
03839,02139,03268
03962,04572,00949
03848,00278,04441
02249,03059,01197
03455,04409,02481
01755,00663,04117
02654,04174,04590
01135,01843,00653
01189,01937,01157
01422,04994,03617
00913,03868,01107
03690,04594,04289
01530,02183,04015
02072,02074,03075
04250,00047,02729
00451,00949,03201
00952,04995,03135
01589,01990,00622
00422,04978,00732
02777,04962,04831
04841,02141,03062
00226,03006,01126
04661,01912,02541
04888,01019,02085
01998,00136,03140
02797,04565,04100
01463,03455,02006
04642,00551,03444
02469,02421,04775
01740,04666,04704
04590,04210,00375
03462,00023,02398
01116,00111,04974
00174,03564,01886
00166,00079,03704
00912,02040,01604
00564,02952,02766
02913,00807,04038
03255,04844,04334
01975,02126,04793
04908,02711,03418
04868,03582,04926
01146,02161,00304
02745,01439,02255
02191,04908,00594
04733,01667,03775
02485,00227,04838
02286,03359,03763
02585,04090,04432
04047,03078,00905
02574,00347,00372
04759,03455,02654
01394,04572,00411
03589,04405,04109
02198,01685,03499
02685,04767,02572
02709,03769,01776
02078,01560,04324
00484,04186,01738
03323,01531,01929
03905,00003,02620
00872,04103,00602
00312,02240,02329
04263,00005,04219
04213,00975,04125
03180,00683,01444
00032,04572,01066
00088,01093,03387
02082,01420,02586
00171,02951,01694
01685,02642,00343
02294,03146,01971
01478,03196,02977
02880,02977,01645
03464,02217,03946
04438,04264,01064
00882,01144,02001
01637,00230,02518
03613,03576,02314
00968,03687,02365
03422,03745,04912
00751,00914,04391
00260,03476,02179
00819,00583,02528
03803,03669,00153
01612,01460,02115
04831,02312,04127
02490,00375,04491
03607,03576,02734
03520,02259,02643
00260,04290,02766
00490,04501,01869
00737,02692,04930
00941,04424,02703
04733,04154,01277
02148,04752,00764
04779,01104,00689
00996,00881,03056
00148,00883,03594
01182,01744,04256
00834,00172,01362
00409,03219,03340
03251,04181,04930
02983,00972,02445
02440,04763,00471
02539,01029,02529
03767,00235,00943
04362,00713,03818
04111,02352,04847
00884,03497,03463
02692,03997,03884
04868,04819,01301
01568,02591,01312
00938,00874,00839
00484,04186,02294
02559,02353,00305
02964,02894,00953
02871,01931,00621
01511,02912,01686
04289,04018,03137
04366,00768,03486
02180,04649,00133
02549,04496,04432
01527,00057,03201
00484,00197,01332
04109,04438,04750
02242,03449,00615
04523,00284,00928
03045,03984,04728
01866,03770,03587
02197,00036,01891
04391,02466,00111
01864,03632,01836
02566,01358,01170
01929,00528,03857
03093,04550,02769
01225,04720,04077
00499,00508,02552
04354,01990,00547
03796,03692,01673
00353,01559,03616
01051,04543,00967
04237,04744,01238
01981,03872,00164
01076,01650,04755
03407,00459,00438
00409,01135,03273
02915,03187,01219
01608,02369,01232
03803,03669,00230
00108,02994,01003
03614,00890,02252
01929,01108,04383
03356,04649,00554
01166,02426,02692
02038,04296,01189
04689,01359,00535
04241,03445,03092
04772,02102,02202
03607,03425,02734
03062,02860,00585
00367,01452,02732
02699,01953,03821
02781,00915,00891
02332,00138,03920
00526,04383,02109
03696,02208,01531
01230,04861,01080
03136,03726,01033
03178,01863,04204
00483,02716,00943
03295,00747,02267
03239,00915,02438
04323,04627,00223
01048,04095,03930
02195,03624,01977
03303,03950,03685
00753,01675,01076
02501,04976,01462
00721,04864,04026
04032,02842,03083
04022,04649,02326
03249,04489,03645
00913,02697,03923
01028,00968,03546
04941,04017,02583
03944,02897,00338
03833,00408,01478
04129,04941,01493
04634,02175,02252
00814,03033,03312
04936,03918,00883
02687,02628,03948
04134,04581,04876
03356,04649,00947
03180,00683,03205
00288,00816,04737
03830,04214,01770
02331,01050,02611
00780,01902,03400
00523,04535,01724
04314,03671,04538
04453,04123,01608
01433,03810,00862
03876,01999,04799
04651,01099,04863
04317,03451,02847
02029,02946,04207
04684,04314,02534
01042,00147,04509
02147,02721,04214
04312,03763,02551
02276,00508,01691
04937,00738,00929
01931,03306,03860
04062,02672,04792
02305,01175,03639
01641,03954,00808
03034,01577,00938
02829,02649,02664
02741,02388,04733
04337,03986,00370
01220,01956,00831
04941,00625,00159
00498,03065,00734
04944,03817,04203
01868,04634,00154
03012,02395,02359
00228,04356,00694
04305,03460,02333
04153,00197,03608
02726,02636,00251
02088,00879,01350
02996,02849,04330
01667,01425,02774
04453,01457,01608
02461,00930,00860
01034,02642,01402
01720,04879,04724
03194,02501,01399
02292,00067,02478
03428,02933,01761
03380,00999,01144
04469,02555,04871
03014,00228,02519
01531,04927,04077
02471,02343,03466
02859,00098,03925
04077,01889,04118
03344,04152,01210
01475,00736,00147
01019,04241,02135
02081,01481,00333
00526,04383,02489
04175,03282,02241
01774,00062,00742
03647,04783,02698
01822,00309,01407
02902,04062,02716
03169,03684,04172
04722,00098,03234
02304,00476,04720
04591,04397,04243
02941,00484,02363
03356,00930,04473
03329,03244,04388
03927,04914,00210
01516,02688,00244
00296,04031,02959
03458,02851,03486
01560,00892,03385
04450,00735,01973
00014,03601,04390
02328,00521,04449
02167,04183,03088
01932,04648,00235
03406,01076,04665
02547,00678,01943
02886,00274,01170
02148,01761,00399
02556,04558,00737
00826,00708,03039
02911,01681,01703
03025,00716,03059
04574,03588,02453
03454,03809,00302
03890,02198,02823
03807,02604,01011
01463,01905,01402
02026,00740,01631
03520,04114,01023
04855,04319,03314
00874,04114,00399
03498,03739,02427
03877,00947,02054
04077,03619,02692
00422,04978,04938
02400,01878,03965
04219,01835,02502
03142,00797,00893
04776,01589,01712
01980,04794,03455
02167,03292,03599
01333,04825,02601
03467,03303,04822
03046,04199,00278
02099,02207,04827
02800,01503,00947
00304,02325,02695
02109,01093,04711
03607,03425,03546
01051,04207,01584
04360,04877,04547
00320,02403,00471
02862,02946,00789
03920,03676,01321
00469,02325,04703
02015,04792,00054
02830,02567,01319
04260,03872,03703
01418,01113,03367
04423,04210,01475
00480,00208,03056
01715,00869,01498
03197,04137,00599
02072,02074,02701
03646,04181,01264
02920,04042,01139
04950,00032,03684
01115,02148,00451
03952,03836,03846
00414,00231,04804
04619,03073,01723
01939,02162,01502
02614,01039,01656
02177,01837,01715
00717,00752,03325
04649,04191,04118
03498,01958,02427
04096,00914,01931
04110,00379,04114
00696,03705,01287
01143,04873,04720
04775,04595,00917
01024,00904,02477
02911,03769,04762
03646,02554,04512
01496,04338,02752
02830,02567,00378
01683,02870,00807
04245,02353,00972
04391,02466,04842
03422,01159,04912
02777,04418,00032
03025,01673,02683
00933,00733,03629
02711,00773,00975
01866,00680,01214
02907,01925,02817
01653,03019,02869
01817,01176,00235
00236,01229,04090
02817,00824,03093
02527,03192,04847
01306,02215,01096
03064,03510,02049
02303,01039,01739
00056,04090,01154
01551,02323,01757
00427,01529,00459
04925,00740,00405
00583,00016,01240
03288,00385,00166
00127,02544,04894
04564,00952,01513
00848,03331,01646
00926,02502,03707
04966,04072,00614
04750,02605,01194
00657,00895,03458
02441,00805,03928
03140,02303,01904
04450,04997,02180
04200,02420,00801
03074,01284,00818
03771,01386,03836
04217,03301,03292
01042,04892,04509
04817,02117,03722
01700,03911,01023
03571,04275,01861
03880,02087,02413
00900,02758,04405
01123,03133,01544
00673,00025,03584
02256,01583,03288
04157,00206,00863
01600,01908,02667
01028,02001,02873
00540,04375,03995
01048,04471,04309
04270,00419,03952
00007,01320,00169
04558,04256,04645
04855,01456,01219
04801,00103,04627
03669,04752,00198
01371,03114,04842
01202,01017,04534
00784,01869,02528
02874,01853,03278
03211,01680,02912
03211,02672,02912
03671,01010,00533
00992,04630,03017
02546,02310,00776
00859,01076,03831
02847,02472,02985
03048,03278,00779
01159,01169,04954
03616,00013,04724
03367,00221,01164
01824,01981,01627
03700,03897,02348
04979,03831,03086
00259,03647,01912
02089,00957,01601
00701,01890,00177
02255,01796,02070
03316,01403,00713
02583,01889,04966
02198,03157,03499
01255,02689,00061
00556,03188,01231
00361,04595,03745
04795,00043,00982
03790,03528,04423
04150,01317,02408
00977,02043,00393
01031,04307,00821
04817,00094,01926
01116,03497,01755
01017,00875,02305
01598,01321,02287
03112,00187,03560
04720,00621,01609
03850,01135,02632
01477,02272,04028
00236,02712,04090
03046,04199,01515
02585,03791,00945
03992,01809,01690
01426,01156,01602
03124,03093,04827
03291,01180,01247
00260,03476,00166
00701,03354,00587
03158,01289,02052
03979,03493,01426
04974,04201,02868
00362,01219,01967
03335,04417,03842
00236,02712,00982
04103,04967,02032
